09/08/2016,17:30,Carolina,Denver
09/11/2016,10:00,Green Bay,Jacksonville
09/11/2016,10:00,Buffalo,Baltimore
09/11/2016,10:00,Chicago,Houston
09/11/2016,10:00,Cleveland,Philadelphia
09/11/2016,10:00,Tampa Bay,Atlanta
09/11/2016,10:00,Minnesota,Tennessee
09/11/2016,10:00,Cincinnati,NYJETS
09/11/2016,10:00,Oakland,New Orleans
09/11/2016,10:00,San Diego,Kansas City
09/11/2016,13:05,Miami,Seattle
09/11/2016,13:25,Detroit,Indianapolis
09/11/2016,13:25,NYGIANTS,Dallas
09/11/2016,17:30,New England,Arizona
09/12/2016,16:10,Pittsburgh,Washington
09/12/2016,19:20,Los Angeles,San Francisco
09/15/2016,17:25,NYJETS,Buffalo
09/18/2016,10:00,Cincinnati,Pittsburgh
09/18/2016,10:00,Tennessee,Detroit
09/18/2016,10:00,Baltimore,Cleveland
09/18/2016,10:00,Dallas,Washington
09/18/2016,10:00,New Orleans,NYGIANTS
09/18/2016,10:00,San Francisco,Carolina
09/18/2016,10:00,Miami,New England
09/18/2016,10:00,Kansas City,Houston
09/18/2016,13:05,Seattle,Los Angeles
09/18/2016,13:05,Tampa Bay,Arizona
09/18/2016,13:25,Jacksonville,San Diego
09/18/2016,13:25,Atlanta,Oakland
09/18/2016,13:25,Indianapolis,Denver
09/18/2016,17:30,Green Bay,Minnesota
09/19/2016,17:30,Philadelphia,Chicago
09/22/2016,17:25,Houston,New England
09/25/2016,10:00,Arizona,Buffalo
09/25/2016,10:00,Oakland,Tennessee
09/25/2016,10:00,Cleveland,Miami
09/25/2016,10:00,Baltimore,Jacksonville
09/25/2016,10:00,Detroit,Green Bay
09/25/2016,10:00,Denver,Cincinnati
09/25/2016,10:00,Minnesota,Carolina
09/25/2016,10:00,Washington,NYGIANTS
09/25/2016,13:05,Los Angeles,Tampa Bay
09/25/2016,13:05,San Francisco,Seattle
09/25/2016,13:25,NYJETS,Kansas City
09/25/2016,13:25,San Diego,Indianapolis
09/25/2016,13:25,Pittsburgh,Philadelphia
09/25/2016,17:30,Chicago,Dallas
09/26/2016,17:30,Atlanta,New Orleans
09/29/2016,17:25,Miami,Cincinnati
10/02/2016,6:30,Indianapolis,Jacksonville
10/02/2016,10:00,Tennessee,Houston
10/02/2016,10:00,Cleveland,Washington
10/02/2016,10:00,Seattle,NYJETS
10/02/2016,10:00,Buffalo,New England
10/02/2016,10:00,Carolina,Atlanta
10/02/2016,10:00,Oakland,Baltimore
10/02/2016,10:00,Detroit,Chicago
10/02/2016,13:05,Denver,Tampa Bay
10/02/2016,13:25,Los Angeles,Arizona
10/02/2016,13:25,New Orleans,San Diego
10/02/2016,13:25,Dallas,San Francisco
10/02/2016,17:30,Kansas City,Pittsburgh
10/03/2016,17:30,NYGIANTS,Minnesota
10/06/2016,17:25,Arizona,San Francisco
10/09/2016,10:00,New England,Cleveland
10/09/2016,10:00,Philadelphia,Detroit
10/09/2016,10:00,Chicago,Indianapolis
10/09/2016,10:00,Tennessee,Miami
10/09/2016,10:00,Washington,Baltimore
10/09/2016,10:00,Houston,Minnesota
10/09/2016,10:00,NYJETS,Pittsburgh
10/09/2016,13:05,Atlanta,Denver
10/09/2016,13:25,Cincinnati,Dallas
10/09/2016,13:25,Buffalo,Los Angeles
10/09/2016,13:25,San Diego,Oakland
10/09/2016,17:30,NYGIANTS,Green Bay
10/10/2016,17:30,Tampa Bay,Carolina
10/13/2016,17:25,Denver,San Diego
10/16/2016,10:00,San Francisco,Buffalo
10/16/2016,10:00,Philadelphia,Washington
10/16/2016,10:00,Cleveland,Tennessee
10/16/2016,10:00,Baltimore,NYGIANTS
10/16/2016,10:00,Carolina,New Orleans
10/16/2016,10:00,Jacksonville,Chicago
10/16/2016,10:00,Los Angeles,Detroit
10/16/2016,10:00,Pittsburgh,Miami
10/16/2016,10:00,Cincinnati,New England
10/16/2016,13:05,Kansas City,Oakland
10/16/2016,13:25,Atlanta,Seattle
10/16/2016,13:25,Dallas,Green Bay
10/16/2016,17:30,Indianapolis,Houston
10/17/2016,17:30,NYJETS,Arizona
10/20/2016,17:25,Chicago,Green Bay
10/23/2016,6:30,NYGIANTS,Los Angeles
10/23/2016,10:00,New Orleans,Kansas City
10/23/2016,10:00,Indianapolis,Tennessee
10/23/2016,10:00,Minnesota,Philadelphia
10/23/2016,10:00,Cleveland,Cincinnati
10/23/2016,10:00,Washington,Detroit
10/23/2016,10:00,Oakland,Jacksonville
10/23/2016,10:00,Buffalo,Miami
10/23/2016,10:00,Baltimore,NYJETS
10/23/2016,13:05,Tampa Bay,San Francisco
10/23/2016,13:05,San Diego,Atlanta
10/23/2016,13:25,New England,Pittsburgh
10/23/2016,17:30,Seattle,Arizona
10/24/2016,17:30,Houston,Denver
10/27/2016,17:25,Jacksonville,Tennessee
10/30/2016,6:30,Washington,Cincinnati
10/30/2016,10:00,Kansas City,Indianapolis
10/30/2016,10:00,Oakland,Tampa Bay
10/30/2016,10:00,Seattle,New Orleans
10/30/2016,10:00,Detroit,Houston
10/30/2016,10:00,NYJETS,Cleveland
10/30/2016,10:00,Green Bay,Atlanta
10/30/2016,10:00,New England,Buffalo
10/30/2016,13:05,San Diego,Denver
10/30/2016,13:25,Arizona,Carolina
10/30/2016,17:30,Philadelphia,Dallas
10/31/2016,17:30,Minnesota,Chicago
11/03/2016,17:25,Atlanta,Tampa Bay
11/06/2016,10:00,Pittsburgh,Baltimore
11/06/2016,10:00,Dallas,Cleveland
11/06/2016,10:00,Jacksonville,Kansas City
11/06/2016,10:00,NYJETS,Miami
11/06/2016,10:00,Philadelphia,NYGIANTS
11/06/2016,10:00,Detroit,Minnesota
11/06/2016,13:05,Carolina,Los Angeles
11/06/2016,13:05,New Orleans,San Francisco
11/06/2016,13:25,Tennessee,San Diego
11/06/2016,13:25,Indianapolis,Green Bay
11/06/2016,17:30,Denver,Oakland
11/07/2016,17:30,Buffalo,Seattle
11/10/2016,17:25,Cleveland,Baltimore
11/13/2016,10:00,Green Bay,Tennessee
11/13/2016,10:00,Minnesota,Washington
11/13/2016,10:00,Chicago,Tampa Bay
11/13/2016,10:00,Kansas City,Carolina
11/13/2016,10:00,Atlanta,Philadelphia
11/13/2016,10:00,Los Angeles,NYJETS
11/13/2016,10:00,Denver,New Orleans
11/13/2016,10:00,Houston,Jacksonville
11/13/2016,13:05,Miami,San Diego
11/13/2016,13:25,Dallas,Pittsburgh
11/13/2016,13:25,San Francisco,Arizona
11/13/2016,17:30,Seattle,New England
11/14/2016,17:30,Cincinnati,NYGIANTS
11/17/2016,17:25,New Orleans,Carolina
11/20/2016,10:00,Pittsburgh,Cleveland
11/20/2016,10:00,Baltimore,Dallas
11/20/2016,10:00,Jacksonville,Detroit
11/20/2016,10:00,Tennessee,Indianapolis
11/20/2016,10:00,Buffalo,Cincinnati
11/20/2016,10:00,Tampa Bay,Kansas City
11/20/2016,10:00,Chicago,NYGIANTS
11/20/2016,10:00,Arizona,Minnesota
11/20/2016,13:05,Miami,Los Angeles
11/20/2016,13:25,New England,San Francisco
11/20/2016,13:25,Philadelphia,Seattle
11/20/2016,17:30,Green Bay,Washington
11/21/2016,17:30,Houston,Oakland
11/24/2016,9:30,Minnesota,Detroit
11/24/2016,13:30,Washington,Dallas
11/24/2016,17:30,Pittsburgh,Indianapolis
11/27/2016,10:00,Tennessee,Chicago
11/27/2016,10:00,Jacksonville,Buffalo
11/27/2016,10:00,Cincinnati,Baltimore
11/27/2016,10:00,Arizona,Atlanta
11/27/2016,10:00,NYGIANTS,Cleveland
11/27/2016,10:00,Los Angeles,New Orleans
11/27/2016,10:00,San Francisco,Miami
11/27/2016,10:00,San Diego,Houston
11/27/2016,13:05,Seattle,Tampa Bay
11/27/2016,13:25,Carolina,Oakland
11/27/2016,13:25,Kansas City,Denver
11/27/2016,17:30,New England,NYJETS
11/28/2016,17:30,Green Bay,Philadelphia
12/01/2016,17:25,Dallas,Minnesota
12/04/2016,10:00,Kansas City,Atlanta
12/04/2016,10:00,Detroit,New Orleans
12/04/2016,10:00,Los Angeles,New England
12/04/2016,10:00,Denver,Jacksonville
12/04/2016,10:00,Houston,Green Bay
12/04/2016,10:00,Philadelphia,Cincinnati
12/04/2016,10:00,Miami,Baltimore
12/04/2016,10:00,San Francisco,Chicago
12/04/2016,13:05,Buffalo,Oakland
12/04/2016,13:25,NYGIANTS,Pittsburgh
12/04/2016,13:25,Washington,Arizona
12/04/2016,13:25,Tampa Bay,San Diego
12/04/2016,17:30,Carolina,Seattle
12/05/2016,17:30,Indianapolis,NYJETS
12/08/2016,17:25,Oakland,Kansas City
12/11/2016,10:00,Pittsburgh,Buffalo
12/11/2016,10:00,Denver,Tennessee
12/11/2016,10:00,New Orleans,Tampa Bay
12/11/2016,10:00,Washington,Philadelphia
12/11/2016,10:00,Arizona,Miami
12/11/2016,10:00,San Diego,Carolina
12/11/2016,10:00,Cincinnati,Cleveland
12/11/2016,10:00,Chicago,Detroit
12/11/2016,10:00,Houston,Indianapolis
12/11/2016,10:00,Minnesota,Jacksonville
12/11/2016,13:05,NYJETS,San Francisco
12/11/2016,13:25,Atlanta,Los Angeles
12/11/2016,13:25,Seattle,Green Bay
12/11/2016,17:30,Dallas,NYGIANTS
12/12/2016,17:30,Baltimore,New England
12/15/2016,17:25,Los Angeles,Seattle
12/17/2016,17:25,Miami,NYJETS
12/18/2016,10:00,Green Bay,Chicago
12/18/2016,10:00,Tampa Bay,Dallas
12/18/2016,10:00,Jacksonville,Houston
12/18/2016,10:00,Cleveland,Buffalo
12/18/2016,10:00,Philadelphia,Baltimore
12/18/2016,10:00,Tennessee,Kansas City
12/18/2016,10:00,Detroit,NYGIANTS
12/18/2016,10:00,Indianapolis,Minnesota
12/18/2016,13:05,New Orleans,Arizona
12/18/2016,13:05,San Francisco,Atlanta
12/18/2016,13:25,New England,Denver
12/18/2016,13:25,Oakland,San Diego
12/18/2016,17:30,Pittsburgh,Cincinnati
12/19/2016,17:30,Carolina,Washington
12/22/2016,17:25,NYGIANTS,Philadelphia
12/24/2016,10:00,Miami,Buffalo
12/24/2016,10:00,Tampa Bay,New Orleans
12/24/2016,10:00,NYJETS,New England
12/24/2016,10:00,Tennessee,Jacksonville
12/24/2016,10:00,Minnesota,Green Bay
12/24/2016,10:00,San Diego,Cleveland
12/24/2016,10:00,Washington,Chicago
12/24/2016,10:00,Atlanta,Carolina
12/24/2016,13:05,Indianapolis,Oakland
12/24/2016,13:25,Arizona,Seattle
12/24/2016,13:25,San Francisco,Los Angeles
12/24/2016,17:25,Cincinnati,Houston
12/25/2016,13:30,Baltimore,Pittsburgh
12/25/2016,17:30,Denver,Kansas City
12/26/2016,17:30,Detroit,Dallas
01/01/2017,10:00,New Orleans,Atlanta
01/01/2017,10:00,Baltimore,Cincinnati
01/01/2017,10:00,NYGIANTS,Washington
01/01/2017,10:00,Houston,Tennessee
01/01/2017,10:00,Carolina,Tampa Bay
01/01/2017,10:00,Green Bay,Detroit
01/01/2017,10:00,Jacksonville,Indianapolis
01/01/2017,10:00,New England,Miami
01/01/2017,10:00,Chicago,Minnesota
01/01/2017,10:00,Buffalo,NYJETS
01/01/2017,10:00,Dallas,Philadelphia
01/01/2017,10:00,Cleveland,Pittsburgh
01/01/2017,13:25,Arizona,Los Angeles
01/01/2017,13:25,Oakland,Denver
01/01/2017,13:25,Kansas City,San Diego
01/01/2017,13:25,Seattle,San Francisco
